packet_rate,function_code_freq,response_time_ms,error_flag,label
54.96714153011233,4.576240317977296,106.43010539025556,0.0,0.0
48.61735698828815,4.546585891616146,113.89001073892695,0.0,0.0
56.47688538100692,3.2043568273699847,108.05237877909714,0.0,0.0
65.23029856408026,4.669909808298563,122.2083609389224,0.0,0.0
47.658466252766644,5.732829081821745,143.94357062923825,0.0,0.0
47.6586304305082,3.725767880923205,104.5791568571759,0.0,0.0
65.79212815507391,6.048482651050593,140.0164099553683,0.0,0.0
57.67434729152909,5.487774821084338,104.36655855306225,0.0,0.0
45.30525614065048,4.265766678028962,103.04745575006231,0.0,0.0
55.42560043585965,4.858470362662152,136.37189236686427,0.0,0.0
45.365823071875376,6.5983218076410335,138.43872756015233,0.0,0.0
45.34270246429743,5.733547813505866,137.02819873525308,0.0,0.0
52.41962271566034,5.0087836548981475,93.68405183563718,0.0,0.0
30.86719755342202,4.762316683039016,110.68098043855899,0.0,0.0
32.75082167486967,5.07660907045166,136.45977184006642,0.0,0.0
44.37712470759027,4.488236442057697,120.83083681127789,0.0,0.0
39.87168879665576,2.8952504942809854,98.52614307605072,0.0,0.0
53.142473325952736,7.042177910534731,129.16635878250884,0.0,0.0
40.91975924478789,5.155324999199402,105.70385482017059,0.0,0.0
35.87696298664709,5.398147265122537,155.89049696784423,0.0,0.0
64.65648768921554,4.942092250123091,150.89682924836518,0.0,0.0
47.74223699513465,4.264883199275412,132.08194852711134,0.0,0.0
50.67528204687924,4.814075519051229,147.22013409539548,0.0,0.0
35.75251813786544,3.4006052378056886,121.29582700246762,0.0,0.0
44.556172754748175,7.277086498053304,135.3087498875003,0.0,0.0
51.10922589709866,3.765488001577604,149.5544059060415,0.0,0.0
38.490064225776976,3.9680337161528207,124.90997363588626,0.0,0.0
53.75698018345672,4.5597407956136,114.89625656971432,0.0,0.0
43.99361310081195,6.288075724852377,85.90756083645769,0.0,0.0
47.083062502067236,5.014508999262654,118.33732948557012,0.0,0.0
43.98293387770603,3.7638642039695376,136.46846369124623,0.0,0.0
68.52278184508938,6.254338360757339,138.9126685513526,0.0,0.0
49.86502775262066,5.731000626785481,130.0873013143682,0.0,0.0
39.422890710440996,5.538434957216452,109.1740181007552,0.0,0.0
58.225449121031886,5.71573424117084,80.46356862104818,0.0,0.0
37.791563500289776,7.394361900582451,110.0956980399053,0.0,0.0
52.08863595004755,7.185094895036112,113.91310257892097,0.0,0.0
30.403298761202244,4.3132846569967045,113.74142065619972,0.0,0.0
36.71813951101569,6.623884992811153,132.3711271395585,0.0,0.0
51.96861235869123,5.3831681897589005,159.71352822029678,0.0,0.0
57.38466579995411,5.499095816137749,122.47058403682186,0.0,0.0
51.7136828118997,3.3077291683566714,115.66536421687077,0.0,0.0
48.843517176117594,4.829614234611804,114.81556373991815,0.0,0.0
46.98896304410711,4.187176409663435,122.48769533815428,0.0,0.0
35.214780096325725,5.828058814893309,103.43412479303203,0.0,0.0
42.801557916052914,6.071080500402805,122.4039711749211,0.0,0.0
45.393612290402125,2.9255136489836886,129.01624672663598,0.0,0.0
60.57122226218915,4.9779651359957295,124.19372127148976,0.0,0.0
53.43618289568462,6.121861504794252,129.15083868009563,0.0,0.0
32.36959844637266,4.813321037686555,128.6749521869707,0.0,0.0
53.24083969394795,5.729063645002364,84.56206635507112,0.0,0.0
46.149177195836835,5.351165467627084,132.73740316790807,0.0,0.0
43.23077999694041,5.341660231952626,106.57970308675092,0.0,0.0
56.11676288840868,4.728685021931702,98.08321673992084,0.0,0.0
60.30999522495951,3.7834191958642904,97.91096344290008,0.0,0.0
59.31280119116199,3.8784698525749723,128.6708322094506,0.0,0.0
41.607824767773614,5.709352514455317,115.54850145550294,0.0,0.0
46.907876241487855,5.019458255518883,86.36062432029178,0.0,0.0
53.31263431403564,4.861487755392775,129.56075630384566,0.0,0.0
59.75545127122359,4.576109957677647,91.20783738402345,0.0,0.0
45.2082576215471,4.694811154519249,122.79642717036421,0.0,0.0
48.14341023336183,6.046911794488139,124.76997851346108,0.0,0.0
38.93665025993972,4.6647559181319735,137.7115416339009,0.0,0.0
38.037933759193294,3.6589352866984313,155.63369572933703,0.0,0.0
58.125258223941984,5.743651775540173,92.70647348198916,0.0,0.0
63.56240028570823,4.7951233361352825,118.95052287873901,0.0,0.0
49.27989878419666,5.031395865532777,114.47329409911565,0.0,0.0
60.03532897892024,6.60757830639951,128.67499371921923,0.0,0.0
53.61636025047634,4.979439442649493,124.31337541867236,0.0,0.0
43.54880245394876,5.289183673118726,112.9490751452676,0.0,0.0
53.61395605508414,3.8210765087016747,111.18195622778289,0.0,0.0
65.38036566465969,4.78033054764904,97.67098289631905,0.0,0.0
49.64173960890049,5.609526045208601,139.7572316481302,0.0,0.0
65.64643655814007,3.4446262661587577,129.18408363199057,0.0,0.0
23.802548959102555,5.20084509311571,138.35536395590276,0.0,0.0
58.21902504375224,5.100791072644807,113.79207727048973,0.0,0.0
50.870470682381715,5.041287455587439,106.8632906261114,0.0,0.0
47.009926495341325,6.037158898658243,98.43369866741544,0.0,0.0
50.91760776535502,5.334438514848522,127.17835167481319,0.0,0.0
30.124310853991073,6.478071898356444,99.2041355094353,0.0,0.0
47.80328112162488,4.006410484405964,156.973261379331,0.0,0.0
53.57112571511746,5.135924567218348,93.8471483781312,0.0,0.0
64.77894044741517,5.084466786389948,125.47320238425004,0.0,0.0
44.81729781726352,3.9307455062449197,151.33709414427574,0.0,0.0
41.91506397106812,5.9562950020913465,131.98179518527618,0.0,0.0
44.982429564154636,7.3246733058528175,123.51347424983558,0.0,0.0
59.15402117702074,4.982993925516169,100.63032706076208,0.0,0.0
53.287511096596845,5.505021088273767,92.36461622864593,0.0,0.0
44.70239796232961,5.084518475815328,135.40100217835172,0.0,0.0
55.13267433113356,4.286415330092824,150.12294481549893,0.0,0.0
50.9707754934804,3.179239722197984,111.22300019043657,0.0,0.0
59.68644990532889,4.294226516904635,97.21876984767297,0.0,0.0
42.979469061226474,3.6080416190482687,70.83661138901962,0.0,0.0
46.723378534022316,6.704102078059118,100.38470312674924,0.0,0.0
46.078918468678424,4.884890306076761,117.7268631500192,0.0,0.0
35.364850518678814,4.65408067095283,151.98246481673468,0.0,0.0
52.96120277064576,5.889153824787806,133.46267384465938,0.0,0.0
52.610552721798896,3.878248897144112,126.10170809413506,0.0,0.0
50.05113456642461,4.233135961995448,111.99760677397738,0.0,0.0
47.65412866624853,5.068072269248621,108.33668565488088,0.0,0.0
35.84629257949586,6.0287689914234805,148.11295195015927,0.0,0.0
45.79354677234641,5.501685045168788,124.0147708151678,0.0,0.0
46.572854834732304,5.248325142515882,77.94798616157956,0.0,0.0
41.97722730778381,5.078117735236017,106.52920704205515,0.0,0.0
48.387142883339905,5.400235855526775,102.83567936456747,0.0,0.0
54.040508568145384,5.201652905129254,109.07471981645071,0.0,0.0
68.8618590121053,3.9700277252230642,131.2582132057017,0.0,0.0
51.74577812831839,5.046079221633152,117.85110236411501,0.0,0.0
52.57550390722764,3.9263113410822474,118.46269185992676,0.0,0.0
49.25554084233833,5.081082542900823,146.26946322650474,0.0,0.0
30.812287847009586,4.519352058511759,106.07077820426623,0.0,0.0
49.73486124550783,7.539381622782861,157.283990517747,0.0,0.0
50.60230209941027,4.960105616248288,106.57384817257828,0.0,0.0
74.63242112485287,3.5957604337384113,121.78396393225142,0.0,0.0
48.076390352188774,4.8658197893230755,114.37592809194466,0.0,0.0
53.015473423336125,5.519358745637888,122.46838267001922,0.0,0.0
49.65288230294757,6.673363946152524,128.8918399014626,0.0,0.0
38.31321962380468,4.410547600061282,128.67670480177753,0.0,0.0
61.42822814515021,3.41757202597636,104.9376533875884,0.0,0.0
